c_ACC_mag_zcr,c_ACC_mag_iqr,c_ECG_hr_std,c_ACC_mag_std,c_RESP_q25,label
-1.8605768692883706,3.0593374141966554,0.6036346073613393,2.247348173859825,0.3524542130052425,0
-0.9482893469091798,-0.027732805619219366,0.41777123777427855,2.026514492880204,0.6519943350676624,0
1.2012881276967882,-0.5986186439013843,-0.15780231901443095,-0.75006414362346,0.9080075331428868,0
1.2569902985343635,-0.6091593387998759,-0.20010633105020434,-0.7744761419224725,1.041396493748808,0
0.4280367325263493,-0.37615798440389014,0.1140774396820329,-0.26616259179196766,0.7680661323668501,0
-0.3982852348594179,0.10531315424257008,-0.15252518719871577,-0.1198627406605583,0.7942758930473118,0
0.7600567586999297,-0.5047777674748004,-0.4671546383419046,-0.5473616176910747,0.9309410737382908,0
1.1749721414743113,-0.6195780594539654,-0.7306415630496635,-0.7635548385113462,1.0114424815425662,0
1.2675166930233546,-0.6319794677269239,-0.5228416413731493,-0.7432615856219353,1.0488849968003686,0
0.8587417070342168,-0.4977069601752774,-0.24844602806850846,-0.6528239280195853,0.9945933496765551,0
0.6631262094471405,-0.432177181685339,-0.33874929239805485,-0.6521560556083185,1.0189309845941266,0
0.785495545381657,-0.47482949319322004,-0.5244221093088669,-0.6835653306733244,0.9552787086558624,0
1.0670765979621573,-0.5429666707345456,-0.16711848053828676,-0.7171077224421957,0.9459180798414119,0
1.2372533088675064,-0.6034215491413897,-0.7535496034854514,-0.7695045517778679,0.9796163435734341,0
1.3846228317133753,-0.6442809018495469,-0.45424125469202387,-0.8152336839448324,0.9608950859445328,0
1.0661993984214082,-0.5526129271197237,-0.7725645157888122,-0.75653595255872,0.9477902056043019,0
0.8113729318337591,-0.4843791743319972,-0.449156298735818,-0.5807457250842621,0.9459180798414119,0
1.1284805658146027,-0.5930442790818742,-0.5768025598257709,-0.6272147076197188,1.024547361882797,0
1.2960256780977042,-0.6410513101171144,-0.8373090453114435,-0.8086087827417823,1.07135050595505,0
1.1004101805106274,-0.5759148308104943,-0.3179229480068085,-0.7458071326229004,1.009570355779676,0
0.9859356404428542,-0.5299428624327605,-0.530628023950573,-0.6993311329519497,1.0058261042538958,0
1.2333059109341347,-0.60394767622399,-0.8041437614236796,-0.7510116260376617,1.0376522422230279,0
1.3947106264319913,-0.6427709648967518,-0.9245888823620586,-0.8094248961350108,1.0526292483261488,0
1.214884720578401,-0.6005694369752418,-0.21616268447529266,-0.7432301151282946,0.9365574510269612,0
1.0587432023250396,-0.5890444130420583,0.079641044788003,-0.7323307155943914,0.8279741567793341,0
1.160059749281575,-0.627223423880638,-0.5516212862196057,-0.8036654331749851,0.9534065828929723,0
1.1504105543333332,-0.6315432059561694,-0.6750455219544311,-0.8133282663214737,0.9739999662847637,0
1.174094941933562,-0.6217253806590307,-0.9519567704854185,-0.8122205093342681,0.9852327208621044,0
1.1240945681108567,-0.5913497513106064,-0.5068233923322689,-0.7750166715886159,0.9758720920476538,0
0.9745320464131141,-0.5376936293312359,0.04412608540621069,-0.6912117850368089,1.0264194876456871,0
0.9394440647831451,-0.5263485985378905,0.5216121682617675,-0.661533898797646,1.097560266635512,0
1.0714625956659034,-0.5839629772125237,-0.7534353060433018,-0.7542656221567587,0.9702557147589834,0
1.0609362011769123,-0.5710294825483616,-0.6499239710481901,-0.7022339149914182,0.91783619339806,0
0.8486539123156008,-0.5051217471330337,-0.6101129014082706,-0.6130532030073945,0.8017643960988723,0
0.9504090590425109,-0.5249412227947431,-0.5867774331098489,-0.6912051886519296,0.6819483472739043,0
0.794267540789149,-0.481855718046142,-0.37265725125599064,-0.6683171172970487,0.7418563716863883,0
-0.5408301602311665,0.10574567947838101,-0.12496719426795791,0.21457916622463966,0.8261020310164439,0
-1.1517996403629993,0.8477480235772286,-0.5342148500125351,0.24463340183906362,-2.2217187109686782,1
-1.1535540394444979,0.8212858870663391,-0.18616470179869504,0.3840563656209293,-2.270393980803821,1
-1.2210984040821877,0.8690859952334021,0.07069549255980721,0.5192935300257661,-0.9879878332240862,1
-0.7469720523072334,0.289022987486992,0.11959734252467506,0.112923847833254,-0.22228839620202556,1
-0.6180237198170979,0.20668226145759386,-0.010087796222446358,0.1823476523701696,0.19893990044825235,1
-1.0851324752660585,0.8011680917616019,-0.07486563841681283,0.6555879552413552,0.8317184083051142,1
-1.2873269694087541,0.8712286017810834,0.059392238641457464,0.7533940343716181,0.20081202621114247,1
-1.0860096748068078,0.7324468277151913,0.6537813555045057,1.2879791408568328,-0.6622379504812047,1
-0.5219703701050582,0.08393953368159793,0.10896412047998505,0.9934602776632828,-0.7371229809968096,1
-0.49082978640846064,-0.01993176456860562,-0.6765850589548282,0.04805292809124214,0.1877071458709116,1
-0.313635479177118,-0.13917345374231843,-0.8266872179452305,-0.20651682859944748,0.2869298113040882,1
-0.30705648262149876,-0.18046535538832018,-0.7308225953604998,0.10347213424924454,0.47975876488177094,1
-0.5390757611496678,0.025279154264274812,-0.5320288739805515,0.2109791364933317,0.6894368503254649,1
-0.4145134263632783,-0.11397626210115065,-0.7414583272298222,-0.427277192656451,0.27008067943807706,1
-0.29126689088801266,-0.24174437680601535,-0.6686028007095765,-0.5438903430850973,0.11843849264397702,1
-0.5816199388760052,0.07715685314922811,-0.3875667857315801,0.5710888908485809,0.1727301397677906,1
-0.8092532197004283,0.26112514014996446,-0.4979449926594736,0.5995149504656851,0.026704330262360933,1
-0.49916318204557825,-0.07793410405787157,-0.8019924662962041,-0.43272582813628574,0.18957927163380173,1
-0.2908282911176381,-0.19996770441568537,-0.8909057556340484,-0.5195715661339027,0.36368696758258323,1
1.7925206181617637,-0.8999955631683741,-0.5592819013100739,-0.9809729045567183,0.6482500835418821,0
1.465325189462304,-0.8999955631683741,-0.6664203904695138,-0.5094574195625549,0.6239124486243105,0
1.2942712790162059,-0.8695526660773413,-0.5503621215046725,-0.501388053352751,0.31875594927322026,0
1.6346247008269035,-0.8999955631683741,-0.45015105473970346,-0.9809729045567183,0.34496570995368203,0
1.789889019539516,-0.8999955631683741,-0.45574203670866226,-0.9809729045567183,0.45729325572708945,0
1.805590891318927,-0.8999955631683741,-0.5863705463663339,-0.9809729045567183,0.43482774657240797,0
1.6319931022046559,-0.8999955631683741,-0.6646688232304794,-0.9809729045567183,0.34122145842790175,0
0.8223379260931244,-0.8074178710327493,0.15127570221162748,-0.6708407460106699,0.2981625658814289,0
0.8631277047379629,-0.7805503192109696,0.5098234592672841,-0.3194830130913724,0.30565106893298943,0
1.5521679439964766,-0.8999955631683741,-0.10194678574040043,-0.5160626265272984,0.3824082252114845,0
